0,138,13,0.12835532221664314
0,200,373,0.7032072766346456
0,457,377,0.3533762036457444
0,556,509,0.6018700321839088
0,587,448,0.6385660808728783
0,622,641,0.715088576512639
0,630,501,0.6102016939143058
0,630,851,0.024266942681792636
0,645,343,0.2554530874407843
0,656,63,0.8668758755749616
1,0,181,0.044383415952213956
1,89,264,0.8857336385717832
1,198,178,0.6726602871085056
1,340,716,0.32121444939535393
1,480,733,0.18395302348249998
1,503,742,0.517232012258132
1,521,466,0.8319200125652839
1,668,885,0.11368470811921672
1,696,385,0.6896958739382103
1,811,225,0.9915519283047487
2,84,733,0.6726291583384042
2,378,874,0.09390439602888223
2,396,794,0.32784448448278214
2,545,298,0.6541892538074859
2,599,212,0.9111132341058709
2,654,291,0.9364901834743383
2,841,728,0.561243756413887
2,858,871,0.9697626898814724
2,957,588,0.7138685019593876
2,958,722,0.7172023621208956
3,49,454,0.12611177097615767
3,81,796,0.20612232879718462
3,140,247,0.523843298833718
3,343,869,0.3438663595062932
3,366,282,0.6585206156682742
3,499,144,0.07472616122367648
3,501,293,0.16448465358333708
3,552,233,0.8585649243728952
3,573,467,0.08130496889822136
3,866,610,0.8379555748086565
4,13,488,0.0921633146478229
4,105,587,0.8965291627296416
4,250,138,0.45574067761772685
4,347,603,0.4825260157805398
4,422,225,0.052516606284911393
4,454,450,0.6010436829727384
4,730,466,0.8595100419902246
4,811,122,0.3353572943818388
4,882,688,0.2689441121868468
4,977,104,0.9578839274585705
5,77,37,0.570428297723465
5,296,569,0.17883618640260956
5,368,774,0.8216135218507243
5,425,636,0.791523270710611
5,453,639,0.15530224237387902
5,491,16,0.6035499064740384
5,569,363,0.36325871217189465
5,684,587,0.1009064500583301
5,870,579,0.8212890087677528
5,929,378,0.4465145065971735
6,28,103,0.39595085096289817
6,140,870,0.6853946152944234
6,314,14,0.03282158111085187
6,356,247,0.4394793516623898
6,411,799,0.5011968852548269
6,464,29,0.6749774359234061
6,490,522,0.5912924859212443
6,704,725,0.7755476178533591
6,791,420,0.5277938480344421
6,836,865,0.692990885707677
7,234,68,0.8639955902813584
7,281,855,0.23895680321535773
7,318,236,0.5619251703272846
7,343,46,0.06829566932004782
7,642,882,0.3802292968211527
7,643,621,0.44015223200518894
7,673,996,0.49968425445329867
7,716,171,0.6467772201377822
7,723,390,0.7768124313616449
7,877,451,0.04978885689220258
8,82,574,0.31012766310302897
8,197,177,0.7496557780807027
8,256,790,0.5127182742669799
8,484,433,0.23245819904062248
8,519,449,0.4024397498819835
8,520,851,0.11551222957157381
8,557,287,0.7286255287155063
8,745,22,0.9305772124012337
8,783,929,0.7265541977066686
8,905,855,0.7362915066808038
9,84,995,0.8715102080366302
9,112,86,0.41774857793080744
9,153,223,0.2754613816910304
9,163,601,0.13189388098632582
9,219,267,0.4886419562538076
9,236,893,0.6192521921029657
9,304,314,0.7463262927985144
9,413,330,0.07319031760608796
9,872,387,0.9118807049114227
9,966,789,0.9098146960182246
10,25,237,0.9794589065390904
10,33,930,0.31408087069919144
10,230,148,0.5111115058966802
10,391,79,0.9106877630614774
